Page Title,Column1,Column2,Column3,Column4,Column5,Column6,Column7
Medal winners Barcelona 1992,"4 × 100 metres Medley Relay, Men",United States,USA,Unified Team,EUN,Canada,CAN
Medal winners Barcelona 1992,"50 metres Freestyle, Women",Yang Wenyi,CHN,Zhuang Yong,CHN,Angel Martino,USA
Medal winners Barcelona 1992,"100 metres Freestyle, Women",Zhuang Yong,CHN,Jenny Thompson,USA,Franziska van Almsick,GER
Medal winners Barcelona 1992,"200 metres Freestyle, Women",Nicole Haislett,USA,Franziska van Almsick,GER,Kerstin Kielgaß,GER
Medal winners Barcelona 1992,"400 metres Freestyle, Women",Dagmar Hase,GER,Janet Evans,USA,Hayley Lewis,AUS
Medal winners Barcelona 1992,"800 metres Freestyle, Women",Janet Evans,USA,Hayley Lewis,AUS,Jana Henke,GER
Medal winners Barcelona 1992,"4 × 100 metres Freestyle Relay, Women",United States,USA,People's Republic of China,CHN,Germany,GER
Medal winners Barcelona 1992,"100 metres Backstroke, Women",Krisztina Egerszegi,HUN,Tünde Szabó,HUN,Lea Loveless,USA
Medal winners Barcelona 1992,"200 metres Backstroke, Women",Krisztina Egerszegi,HUN,Dagmar Hase,GER,Nicole Stevenson,AUS
Medal winners Barcelona 1992,"100 metres Breaststroke, Women",Alena Rudkouskaya,EUN,Anita Nall,USA,Sam Riley,AUS
Medal winners Barcelona 1992,"200 metres Breaststroke, Women",Kyoko Iwasaki,JPN,Lin Li,CHN,Anita Nall,USA
Medal winners Barcelona 1992,"100 metres Butterfly, Women",Qian Hong,CHN,Crissy Ahmann-Leighton,USA,Catherine Plewinski,FRA
Medal winners Barcelona 1992,"200 metres Butterfly, Women",Summer Sanders,USA,Wang Xiaohong,CHN,Susie O'Neill,AUS
Medal winners Barcelona 1992,"200 metres Individual Medley, Women",Lin Li,CHN,Summer Sanders,USA,Daniela Hunger,GER
Medal winners Barcelona 1992,"400 metres Individual Medley, Women",Krisztina Egerszegi,HUN,Lin Li,CHN,Summer Sanders,USA
Medal winners Barcelona 1992,"4 × 100 metres Medley Relay, Women",United States,USA,Germany,GER,Unified Team,EUN
Medal winners Barcelona 1992,Table Tennis,,,,,,
Medal winners Barcelona 1992,"Singles, Men",Jan-Ove Waldner,SWE,Jean-Philippe Gatien,FRA,Ma WengeKim Taek-Su,CHNKOR
Medal winners Barcelona 1992,"Doubles, Men",People's Republic of China 1,CHN,Germany,GER,Republic of Korea 1Republic of Korea 2,KORKOR
Medal winners Barcelona 1992,"Singles, Women",Deng Yaping,CHN,Qiao Hong,CHN,Hyeon Jeong-HwaLi Bun-Hui,KORPRK
Medal winners Barcelona 1992,"Doubles, Women",People's Republic of China 2,CHN,People's Republic of China 1,CHN,Republic of Korea 1Democratic People's Republic of Korea 1,KORPRK
Medal winners Barcelona 1992,Tennis,,,,,,
Medal winners Barcelona 1992,"Singles, Men",Marc Rosset,SUI,Jordi Arrese,ESP,Goran IvaniševićAndrey Cherkasov,CROEUN
Medal winners Barcelona 1992,"Doubles, Men",Germany,GER,South Africa,RSA,ArgentinaCroatia,ARGCRO
Medal winners Barcelona 1992,"Singles, Women",Jennifer Capriati,USA,Steffi Graf,GER,Arantxa Sánchez VicarioMary Joe Fernandez,ESPUSA
Medal winners Barcelona 1992,"Doubles, Women",United States,USA,Spain,ESP,AustraliaUnified Team,AUSEUN
Medal winners Barcelona 1992,Volleyball,,,,,,
Medal winners Barcelona 1992,"Volleyball, Men",Brazil,BRA,Netherlands,NED,United States,USA
Medal winners Barcelona 1992,"Volleyball, Women",Cuba,CUB,Unified Team,EUN,United States,USA
Medal winners Barcelona 1992,Water Polo,,,,,,
Medal winners Barcelona 1992,"Water Polo, Men",Italy,ITA,Spain,ESP,Unified Team,EUN
Medal winners Barcelona 1992,Weightlifting,,,,,,
Medal winners Barcelona 1992,"Flyweight, Men",Ivan Ivanov,BUL,Lin Qisheng,CHN,Traian Cihărean,ROU
Medal winners Barcelona 1992,"Bantamweight, Men",Jeon Byeong-Gwan,KOR,Liu Shoubin,CHN,Luo Jianming,CHN
Medal winners Barcelona 1992,"Featherweight, Men",Naim Süleymanoğlu,TUR,Nikolay Peshalov,BUL,He Yingqiang,CHN
Medal winners Barcelona 1992,"Lightweight, Men",Israel Militosyan,EUN,Yoto Yotov,BUL,Andreas Behm,GER
Medal winners Barcelona 1992,"Middleweight, Men",Tudor Casapu,EUN,Pablo Lara,CUB,Kim Myong-Nam,PRK
Medal winners Barcelona 1992,"Light-Heavyweight, Men",Pyrros Dimas,GRE,Krzysztof Siemion,POL,—,—
Medal winners Barcelona 1992,"Middle-Heavyweight, Men",K'akhi K'akhiashvili,EUN,Sergey Syrtsov,EUN,Sergiusz Wołczaniecki,POL
Medal winners Barcelona 1992,"Heavyweight I, Men",Viktor Tregubov,EUN,Tymur Taimazov,EUN,Waldemar Malak,POL
Medal winners Barcelona 1992,"Heavyweight II, Men",Ronny Weller,GER,Artur Akoyev,EUN,Stefan Botev Hristov,BUL
Medal winners Barcelona 1992,"Super-Heavyweight, Men",Aliaksandr Kurlovich,EUN,Leonid Taranenko,EUN,Manfred Nerlinger,GER
Medal winners Barcelona 1992,Wrestling,,,,,,
Medal winners Barcelona 1992,"Light-Flyweight, Greco-Roman, Men",Oleh Kucherenko,EUN,Vincenzo Maenza,ITA,Wilber Sánchez,CUB
Medal winners Barcelona 1992,"Flyweight, Greco-Roman, Men",Jon Rønningen,NOR,Alfred Ter-Mkrtychyan,EUN,Min Gyeong-Gap,KOR
Medal winners Barcelona 1992,"Bantamweight, Greco-Roman, Men",An Han-Bong,KOR,Rifat Yildiz,GER,Sheng Zetian,CHN
Medal winners Barcelona 1992,"Featherweight, Greco-Roman, Men",Mehmet Akif Pirim,TUR,Sergey Martynov,EUN,Juan Luis Marén,CUB
Medal winners Barcelona 1992,"Lightweight, Greco-Roman, Men",Attila Repka,HUN,İslam Duquçiyev,EUN,Rodney Smith,USA
Medal winners Barcelona 1992,"Welterweight, Greco-Roman, Men",Mnatsakan Iskandaryan,EUN,Józef Tracz,POL,Torbjörn Kornbakk,SWE
Medal winners Barcelona 1992,"Middleweight, Greco-Roman, Men",Péter Farkas,HUN,Piotr Stępień,POL,Daulet Turlykhanov,EUN
Medal winners Barcelona 1992,"Light-Heavyweight, Greco-Roman, Men",Maik Bullmann,GER,Hakkı Başar,TUR,Gogi Koguashvili,EUN
Medal winners Barcelona 1992,"Heavyweight, Greco-Roman, Men",Héctor Milián,CUB,Dennis Koslowski,USA,Sergey Demyashkevich,EUN
Medal winners Barcelona 1992,"Super-Heavyweight, Greco-Roman, Men",Aleksandr Karelin,EUN,Tomas Johansson,SWE,Ioan Grigoraș,ROU
Medal winners Barcelona 1992,"Light-Flyweight, Freestyle, Men",Kim Il-Ong,PRK,Kim Jong-Sin,KOR,Vugar Orudzhev,EUN
Medal winners Barcelona 1992,"Flyweight, Freestyle, Men",Li Hak-Son,PRK,Zeke Jones,USA,Valentin Yordanov,BUL
Medal winners Barcelona 1992,"Bantamweight, Freestyle, Men",Alejandro Puerto,CUB,Siarhei Smal,EUN,Kim Yong-Sik,PRK
Medal winners Barcelona 1992,"Featherweight, Freestyle, Men",John Smith,USA,Asgari Mohammadian,IRI,Lázaro Reinoso,CUB
Medal winners Barcelona 1992,"Lightweight, Freestyle, Men",Arsen Fadzayev,EUN,Valentin Getsov,BUL,Kosei Akaishi,JPN
Medal winners Barcelona 1992,"Welterweight, Freestyle, Men",Park Jang-Sun,KOR,Kenny Monday,USA,Amir Reza Khadem Azgadhi,IRI
Medal winners Barcelona 1992,"Middleweight, Freestyle, Men",Kevin Jackson,USA,Elmadi Zhabrailov,EUN,Rasoul Khadem Azgadhi,IRI
Medal winners Barcelona 1992,"Light-Heavyweight, Freestyle, Men",Makharbek Khadartsev,EUN,Kenan Şimşek,TUR,Chris Campbell,USA
Medal winners Barcelona 1992,"Heavyweight, Freestyle, Men",Leri Khabelovi,EUN,Heiko Balz,GER,Ali Kayalı,TUR
Medal winners Barcelona 1992,"Super-Heavyweight, Freestyle, Men",Bruce Baumgartner,USA,Jeff Thue,CAN,Davit Gobejishvili,EUN
Medal winners Atlanta 1996,Archery,,,,,,
Medal winners Atlanta 1996,"Individual, Men",Justin Huish,USA,Magnus Petersson,SWE,Oh Gyo-Mun,KOR
Medal winners Atlanta 1996,"Team, Men",United States,USA,Republic of Korea,KOR,Italy,ITA
Medal winners Atlanta 1996,"Individual, Women",Kim Gyeong-Uk,KOR,He Ying,CHN,Olena Sadovnycha,UKR
Medal winners Atlanta 1996,"Team, Women",Republic of Korea,KOR,Germany,GER,Poland,POL
Medal winners Atlanta 1996,Artistic Gymnastics,,,,,,
Medal winners Atlanta 1996,"Individual All-Around, Men",Li Xiaoshuang,CHN,Aleksey Nemov,RUS,Vitali Shcherba,BLR
Medal winners Atlanta 1996,"Team All-Around, Men",Russian Federation,RUS,People's Republic of China,CHN,Ukraine,UKR
Medal winners Atlanta 1996,"Floor Exercise, Men",Ioannis Melissanidis,GRE,Li Xiaoshuang,CHN,Aleksey Nemov,RUS
Medal winners Atlanta 1996,"Horse Vault, Men",Aleksey Nemov,RUS,Yeo Hong-Cheol,KOR,Vitali Shcherba,BLR
Medal winners Atlanta 1996,"Parallel Bars, Men",Rustam Sharipov,UKR,Jair Lynch,USA,Vitali Shcherba,BLR
Medal winners Atlanta 1996,"Horizontal Bar, Men",Andreas Wecker,GER,Krasimir Dunev,BUL,Vitali ShcherbaFan BinAleksey Nemov,BLRCHNRUS
Medal winners Atlanta 1996,"Rings, Men",Jury Chechi,ITA,Szilveszter CsollányDan Burincă,HUNROU,—,—
Medal winners Atlanta 1996,"Pommelled Horse, Men",Donghua Li,SUI,Marius Urzică,ROU,Aleksey Nemov,RUS
Medal winners Atlanta 1996,"Individual All-Around, Women",Liliya Podkopaieva,UKR,Gina Gogean,ROU,Simona AmânarLavinia Miloșovici,ROUROU
Medal winners Atlanta 1996,"Team All-Around, Women",United States,USA,Russian Federation,RUS,Romania,ROU
Medal winners Atlanta 1996,"Floor Exercise, Women",Liliya Podkopaieva,UKR,Simona Amânar,ROU,Dominique Dawes,USA
Medal winners Atlanta 1996,"Horse Vault, Women",Simona Amânar,ROU,Mo Huilan,CHN,Gina Gogean,ROU
Medal winners Atlanta 1996,"Uneven Bars, Women",Svetlana Khorkina,RUS,Bi WenjingAmy Chow,CHNUSA,—,—
Medal winners Atlanta 1996,"Balance Beam, Women",Shannon Miller,USA,Liliya Podkopaieva,UKR,Gina Gogean,ROU
Medal winners Atlanta 1996,Artistic Swimming,,,,,,
Medal winners Atlanta 1996,"Team, Women",United States,USA,Canada,CAN,Japan,JPN
Medal winners Atlanta 1996,Athletics,,,,,,
Medal winners Atlanta 1996,"100 metres, Men",Donovan Bailey,CAN,Frankie Fredericks,NAM,Ato Boldon,TTO
Medal winners Atlanta 1996,"200 metres, Men",Michael Johnson,USA,Frankie Fredericks,NAM,Ato Boldon,TTO
Medal winners Atlanta 1996,"400 metres, Men",Michael Johnson,USA,Roger Black,GBR,Davis Kamoga,UGA
Medal winners Atlanta 1996,"800 metres, Men",Vebjørn Rodal,NOR,Hezekiél Sepeng,RSA,Fred Onyancha,KEN
Medal winners Atlanta 1996,"1,500 metres, Men",Noureddine Morceli,ALG,Fermín Cacho,ESP,Stephen Kipkorir,KEN
Medal winners Atlanta 1996,"5,000 metres, Men",Vénuste Niyongabo,BDI,Paul Bitok,KEN,Khalid Boulami,MAR
Medal winners Atlanta 1996,"10,000 metres, Men",Haile Gebrselassie,ETH,Paul Tergat,KEN,Salah Hissou,MAR
Medal winners Atlanta 1996,"Marathon, Men",Josia Thugwane,RSA,Lee Bong-Ju,KOR,Eric Wainaina,KEN
Medal winners Atlanta 1996,"110 metres Hurdles, Men",Allen Johnson,USA,Mark Crear,USA,Florian Schwarthoff,GER
Medal winners Atlanta 1996,"400 metres Hurdles, Men",Derrick Adkins,USA,Samuel Matete,ZAM,Calvin Davis,USA
Medal winners Atlanta 1996,"3,000 metres Steeplechase, Men",Joseph Keter,KEN,Moses Kiptanui,KEN,Alessandro Lambruschini,ITA
Medal winners Atlanta 1996,"4 × 100 metres Relay, Men",Canada,CAN,United States,USA,Brazil,BRA
Medal winners Atlanta 1996,"4 × 400 metres Relay, Men",United States,USA,Great Britain,GBR,Jamaica,JAM
Medal winners Atlanta 1996,"20 kilometres Race Walk, Men",Jefferson Pérez,ECU,Ilya Markov,RUS,Bernardo Segura,MEX
Medal winners Atlanta 1996,"50 kilometres Race Walk, Men",Robert Korzeniowski,POL,Mikhail Shchennikov,RUS,Valentí Massana,ESP
Medal winners Atlanta 1996,"High Jump, Men",Charles Austin,USA,Artur Partyka,POL,Steve Smith,GBR
Medal winners Atlanta 1996,"Pole Vault, Men",Jean Galfione,FRA,Igor Trandenkov,RUS,Andrej Tiwontschik,GER
Medal winners Atlanta 1996,"Long Jump, Men",Carl Lewis,USA,James Beckford,JAM,Joe Greene,USA
Medal winners Atlanta 1996,"Triple Jump, Men",Kenny Harrison,USA,Jonathan Edwards,GBR,Yoelbi Quesada,CUB
Medal winners Atlanta 1996,"Shot Put, Men",Randy Barnes,USA,John Godina,USA,Oleksandr Bahach,UKR
Medal winners Atlanta 1996,"Discus Throw, Men",Lars Riedel,GER,Uladzimir Dubroushchyk,BLR,Vasil Kapiukh,BLR
Medal winners Atlanta 1996,"Hammer Throw, Men",Balázs Kiss,HUN,Lance Deal,USA,Oleksandr Krykun,UKR
Medal winners Atlanta 1996,"Javelin Throw, Men",Jan Železný,CZE,Steve Backley,GBR,Seppo Räty,FIN
Medal winners Atlanta 1996,"Decathlon, Men",Dan O'Brien,USA,Frank Busemann,GER,Tomáš Dvořák,CZE
Medal winners Atlanta 1996,"100 metres, Women",Gail Devers,USA,Merlene Ottey,JAM,Gwen Torrence,USA
Medal winners Atlanta 1996,"200 metres, Women",Marie-José Pérec,FRA,Merlene Ottey,JAM,Mary Onyali,NGR
Medal winners Atlanta 1996,"400 metres, Women",Marie-José Pérec,FRA,Cathy Freeman,AUS,Falilat Ogunkoya,NGR
Medal winners Atlanta 1996,"800 metres, Women",Svetlana Masterkova,RUS,Ana Fidelia Quirós,CUB,Maria Mutola,MOZ
Medal winners Atlanta 1996,"1,500 metres, Women",Svetlana Masterkova,RUS,Gabriela Szabo,ROU,Theresia Kiesl,AUT
Medal winners Atlanta 1996,"5,000 metres, Women",Wang Junxia,CHN,Pauline Konga,KEN,Roberta Brunet,ITA
Medal winners Atlanta 1996,"10,000 metres, Women",Fernanda Ribeiro,POR,Wang Junxia,CHN,Gete Wami,ETH
Medal winners Atlanta 1996,"Marathon, Women",Fatuma Roba,ETH,Valentina Yegorova,RUS,Yuko Arimori,JPN
Medal winners Atlanta 1996,"100 metres Hurdles, Women",Ludmila Engquist,SWE,Brigita Bukovec,SLO,Patricia Girard-Léno,FRA
Medal winners Atlanta 1996,"400 metres Hurdles, Women",Deon Hemmings,JAM,Kim Batten,USA,Tonja Buford,USA
Medal winners Atlanta 1996,"4 × 100 metres Relay, Women",United States,USA,The Bahamas,BAH,Jamaica,JAM
Medal winners Atlanta 1996,"4 × 400 metres Relay, Women",United States,USA,Nigeria,NGR,Germany,GER
Medal winners Atlanta 1996,"10 kilometres Race Walk, Women",Yelena Nikolayeva,RUS,Elisabetta Perrone,ITA,Wang Yan,CHN
Medal winners Atlanta 1996,"High Jump, Women",Stefka Kostadinova,BUL,Niki Bakogianni,GRE,Inha Babakova,UKR
Medal winners Atlanta 1996,"Long Jump, Women",Chioma Ajunwa,NGR,Fiona May,ITA,Jackie Joyner-Kersee,USA
Medal winners Atlanta 1996,"Triple Jump, Women",Inesa Kravets,UKR,Inna Lasovskaya,RUS,Šárka Kašpárková,CZE
Medal winners Atlanta 1996,"Shot Put, Women",Astrid Kumbernuss,GER,Sui Xinmei,CHN,Irina Khudoroshkina,RUS
Medal winners Atlanta 1996,"Discus Throw, Women",Ilke Wyludda,GER,Nataliya Sadova,RUS,Elina Zverava,BLR
Medal winners Atlanta 1996,"Javelin Throw, Women",Heli Rantanen,FIN,Louise McPaul,AUS,Trine Hattestad,NOR
Medal winners Atlanta 1996,"Heptathlon, Women",Ghada Shouaa,SYR,Natasha Sazanovich,BLR,Denise Lewis,GBR
Medal winners Atlanta 1996,Badminton,,,,,,
Medal winners Atlanta 1996,"Singles, Men",Poul-Erik Høyer Larsen,DEN,Dong Jiong,CHN,Adul Sidek Mohamed,MAS
Medal winners Atlanta 1996,"Doubles, Men",Indonesia,INA,Malaysia 1,MAS,Indonesia 1,INA
Medal winners Atlanta 1996,"Singles, Women",Bang Su-Hyeon,KOR,Mia Audina,INA,Susy Susanti,INA
Medal winners Atlanta 1996,"Doubles, Women",People's Republic of China 2,CHN,Republic of Korea 2,KOR,People's Republic of China,CHN
Medal winners Atlanta 1996,"Doubles, Mixed",Republic of Korea 1,KOR,Republic of Korea 2,KOR,People's Republic of China 2,CHN
Medal winners Atlanta 1996,Baseball,,,,,,
Medal winners Atlanta 1996,"Baseball, Men",Cuba,CUB,Japan,JPN,United States,USA
Medal winners Atlanta 1996,Basketball,,,,,,
Medal winners Atlanta 1996,"Basketball, Men",United States,USA,Yugoslavia,SCG,Lithuania,LTU
Medal winners Atlanta 1996,"Basketball, Women",United States,USA,Brazil,BRA,Australia,AUS
Medal winners Atlanta 1996,Beach Volleyball,,,,,,
Medal winners Atlanta 1996,"Beach Volleyball, Men",United States 1,USA,United States 2,USA,Canada 1,CAN
Medal winners Atlanta 1996,"Beach Volleyball, Women",Brazil 1,BRA,Brazil 2,BRA,Australia 1,AUS
Medal winners Atlanta 1996,Boxing,,,,,,
Medal winners Atlanta 1996,"Light-Flyweight, Men",Daniel Bozhinov,BUL,Mansueto Velasco,PHI,Rafael LozanoOleh Kiriukhin,ESPUKR
Medal winners Atlanta 1996,"Flyweight, Men",Maikro Romero,CUB,Bolat Zhumadilov,KAZ,Zoltan LunkaAlbert Pakeyev,GERRUS
Medal winners Atlanta 1996,"Bantamweight, Men",István Kovács,HUN,Arnaldo Mesa,CUB,Raimkul MalakhbekovVichai Khadpo,RUSTHA
Medal winners Atlanta 1996,"Featherweight, Men",Somluck Kamsing,THA,Serafim Todorov,BUL,"Pablo ChacónFloyd Mayweather, Jr.",ARGUSA
Medal winners Atlanta 1996,"Lightweight, Men",Hocine Soltani,ALG,Toncho Tonchev,BUL,Leonard DorofteiTerrance Cauthen,ROUUSA
Medal winners Atlanta 1996,"Light-Welterweight, Men",Héctor Vinent,CUB,Oktay Urkal,GER,Bolat NiyazymbetovFathi Missaoui,KAZTUN
Medal winners Atlanta 1996,"Welterweight, Men",Oleg Saitov,RUS,Juan Hernández Sierra,CUB,Daniel SantosMarian Simion,PURROU
Medal winners Atlanta 1996,"Light-Middleweight, Men",David Reid,USA,Alfredo Duvergel,CUB,Yermakhan IbraimovKarim Tulaganov,KAZUZB
Medal winners Atlanta 1996,"Middleweight, Men",Ariel Hernández,CUB,Malik Beyleroğlu,TUR,Mohamed BahariRhoshii Wells,ALGUSA
Medal winners Atlanta 1996,"Light-Heavyweight, Men",Vasily Zhirov,KAZ,Lee Seung-Bae,KOR,Thomas UlrichAntonio Tarver,GERUSA
Medal winners Atlanta 1996,"Heavyweight, Men",Félix Savón,CUB,David Defiagbon,CAN,Luan KrasniqiNate Jones,GERUSA
Medal winners Atlanta 1996,"Super-Heavyweight, Men",Volodymyr Klychko,UKR,Paea Wolfgramm,TGA,Duncan DokiwariAleksey Lezin,NGRRUS
Medal winners Atlanta 1996,Canoe Slalom,,,,,,
Medal winners Atlanta 1996,"Kayak Singles, Slalom, Men",Oliver Fix,GER,Andraž Vehovar,SLO,Thomas Becker,GER
Medal winners Atlanta 1996,"Canadian Singles, Slalom, Men",Michal Martikán,SVK,Lukáš Pollert,CZE,Patrice Estanguet,FRA
Medal winners Atlanta 1996,"Canadian Doubles, Slalom, Men",France 1,FRA,Czech Republic 1,CZE,Germany 1,GER
Medal winners Atlanta 1996,"Kayak Singles, Slalom, Women",Štěpánka Hilgertová,CZE,Dana Chladek,USA,Myriam Fox,FRA
Medal winners Atlanta 1996,Canoe Sprint,,,,,,
Medal winners Atlanta 1996,"Kayak Singles, 500 metres, Men",Antonio Rossi,ITA,Knut Holmann,NOR,Piotr Markiewicz,POL
Medal winners Atlanta 1996,"Kayak Singles, 1,000 metres, Men",Knut Holmann,NOR,Beniamino Bonomi,ITA,Clint Robinson,AUS
Medal winners Atlanta 1996,"Kayak Doubles, 500 metres, Men",Germany,GER,Italy,ITA,Australia,AUS
Medal winners Atlanta 1996,"Kayak Doubles, 1,000 metres, Men",Italy,ITA,Germany,GER,Bulgaria,BUL
Medal winners Atlanta 1996,"Kayak Fours, 1,000 metres, Men",Germany,GER,Hungary,HUN,Russian Federation,RUS
Medal winners Atlanta 1996,"Canadian Singles, 500 metres, Men",Martin Doktor,CZE,Slavomír Kňazovický,SVK,Imre Pulai,HUN
Medal winners Atlanta 1996,"Canadian Singles, 1,000 metres, Men",Martin Doktor,CZE,Ivans Klementjevs,LAT,György Zala,HUN
Medal winners Atlanta 1996,"Canadian Doubles, 500 metres, Men",Hungary,HUN,Republic of Moldova,MDA,Romania,ROU
Medal winners Atlanta 1996,"Canadian Doubles, 1,000 metres, Men",Germany,GER,Romania,ROU,Hungary,HUN
Medal winners Atlanta 1996,"Kayak Singles, 500 metres, Women",Rita Kőbán,HUN,Caroline Brunet,CAN,Josefa Idem,ITA
Medal winners Atlanta 1996,"Kayak Doubles, 500 metres, Women",Sweden,SWE,Germany,GER,Australia,AUS
Medal winners Atlanta 1996,"Kayak Fours, 500 metres, Women",Germany,GER,Switzerland,SUI,Sweden,SWE
Medal winners Atlanta 1996,Cycling Mountain Bike,,,,,,
Medal winners Atlanta 1996,"Cross-Country, Men",Bart Brentjens,NED,Thomas Frischknecht,SUI,Miguel Martinez,FRA
Medal winners Atlanta 1996,"Cross-Country, Women",Paola Pezzo,ITA,Alison Sydor,CAN,Susan DeMattei,USA
Medal winners Atlanta 1996,Cycling Road,,,,,,
Medal winners Atlanta 1996,"Road Race, Individual, Men",Pascal Richard,SUI,Rolf Sørensen,DEN,Max Sciandri,GBR
Medal winners Atlanta 1996,"Individual Time Trial, Men",Miguel Induráin,ESP,Abraham Olano,ESP,Chris Boardman,GBR
Medal winners Atlanta 1996,"Road Race, Individual, Women",Jeannie Longo-Ciprelli,FRA,Imelda Chiappa,ITA,Clara Hughes,CAN
Medal winners Atlanta 1996,"Individual Time Trial, Women",Zulfiya Zabirova,RUS,Jeannie Longo-Ciprelli,FRA,Clara Hughes,CAN
Medal winners Atlanta 1996,Cycling Track,,,,,,
Medal winners Atlanta 1996,"Sprint, Men",Jens Fiedler,GER,Marty Nothstein,USA,Curt Harnett,CAN
Medal winners Atlanta 1996,"1,000 metres Time Trial, Men",Florian Rousseau,FRA,Erin Hartwell,USA,Takanobu Jumonji,JPN
Medal winners Atlanta 1996,"Individual Pursuit, 4,000 metres, Men",Andrea Collinelli,ITA,Philippe Ermenault,FRA,Brad McGee,AUS
Medal winners Atlanta 1996,"Team Pursuit, 4,000 metres, Men",France,FRA,Russian Federation,RUS,Australia,AUS
Medal winners Atlanta 1996,"Points Race, Men",Silvio Martinello,ITA,Brian Walton,CAN,Stuart O'Grady,AUS
Medal winners Atlanta 1996,"Sprint, Women",Félicia Ballanger,FRA,Michelle Ferris,AUS,Ingrid Haringa,NED
Medal winners Atlanta 1996,"Individual Pursuit, Women",Antonella Bellutti,ITA,Marion Clignet,FRA,Judith Arndt,GER
Medal winners Atlanta 1996,"Points Race, Women",Nathalie Even-Lancien,FRA,Ingrid Haringa,NED,Lucy Tyler-Sharman,AUS
Medal winners Atlanta 1996,Diving,,,,,,
Medal winners Atlanta 1996,"Springboard, Men",Xiong Ni,CHN,Yu Zhuocheng,CHN,Mark Lenzi,USA
Medal winners Atlanta 1996,"Platform, Men",Dmitry Sautin,RUS,Jan Hempel,GER,Xiao Hailiang,CHN
Medal winners Atlanta 1996,"Springboard, Women",Fu Mingxia,CHN,Irina Lashko,RUS,Annie Pelletier,CAN
Medal winners Atlanta 1996,"Platform, Women",Fu Mingxia,CHN,Annika Walter,GER,Mary Ellen Clark,USA
Medal winners Atlanta 1996,Equestrian Dressage,,,,,,
Medal winners Atlanta 1996,"Individual, Open",Isabell Werth,GER,Anky van Grunsven,NED,Sven Rothenberger,NED
Medal winners Atlanta 1996,"Team, Open",Germany,GER,Netherlands,NED,United States,USA
Medal winners Atlanta 1996,Equestrian Eventing,,,,,,
Medal winners Atlanta 1996,"Individual, Open",Blyth Tait,NZL,Sally Clark,NZL,Kerry Millikin,USA
